DOI_CR,paper_id,author_full,Fold_Id
10.1016/j.evolhumbehav.2012.09.001,XpVw,"Gutierrez, Fernando; Garriz, Miguel; Peri, Josep M.; Ferraz, Liliana; Sol, Daniel; Blas Navarro, Jose; Barbadilla, Antonio; Valdes, Manuel",3.0
10.1016/j.evolhumbehav.2012.10.003,V4kX,"Terrizzi, John A., Jr.; Shook, Natalie J.; McDaniel, Michael A.",2.0
10.1111/1745-9125.12012,weJ4,"Aaltonen, Mikko; Macdonald, John M.; Martikainen, Pekka; Kivivuori, Janne",9.0
10.1111/j.1745-9125.2012.00291.x,EK7x,"Tankebe, Justice",7.0
10.1111/j.1745-9125.2012.00273.x,9a3a,"DiPietro, Stephanie M.; McGloin, Jean Marie",8.0
10.1111/j.1745-9125.2011.00251.x,0a3Z,"Loughran, Thomas A.; Paternoster, Raymond; Piquero, Alex R.; Pogarsky, Greg",6.0
10.1111/j.1745-9125.2009.00147.x,EK5N,"Kirk, David S.",5.0
10.1016/j.cognition.2014.05.016,0qY1,"Schneider, Dana; Nott, Zoie E.; Dux, Paul E.",9.0
10.1016/j.cognition.2013.11.001,rvyb,"Piwek, Lukasz; McKay, Lawrie S.; Pollick, Frank E.",6.0
10.1111/ajps.12372,Rjpb,"Distelhorst, Greg; Locke, Richard M.",3.0
10.1111/ajps.12139,y3Nk,"Dickson, Eric S.; Gordon, Sanford C.; Huber, Gregory A.",10.0
10.1111/ajps.12060,jD7K,"Wallace, Sophia J.; Zepeda-Millan, Chris; Jones-Correa, Michael",5.0
10.1111/ajps.12039,4XXN,"Metternich, Nils W.; Dorff, Cassy; Gallop, Max; Weschle, Simon; Ward, Michael D.",1.0
10.1111/j.1540-5907.2010.00498.x,gvY4,"Kocher, Matthew Adam; Pepinsky, Thomas B.; Kalyvas, Stathis N.",3.0
10.1111/j.1540-5907.2011.00532.x,01Wk,"Boas, Taylor C.; Hidalgo, F. Daniel",9.0
10.1111/j.1540-5907.2010.00440.x,O823,"MacKuen, Michael; Wolak, Jennifer; Keele, Luke; Marcus, George E.",10.0
10.1111/j.1540-5907.2009.00420.x,YNWZ,"Golder, Matt; Stramski, Jacek",1.0
10.1086/687522,xwW3,"Autor, David H.; Houseman, Susan N.; Kerr, Sari Pekkala",6.0
10.1086/683667,p3r0,"Sarvimaki, Matti; Hamalainen, Kari",9.0
10.1086/678519,p3V0,"Morin, Louis-Philippe",7.0
10.1086/678520,bkp8,"Pallais, Amanda",6.0
10.1086/677233,5mxD,"Biewen, Martin; Fitzenberger, Bernd; Osikominu, Aderonke; Paul, Marie",7.0
10.1086/662130,WLkV,"Altmann, Steffen; Falk, Armin; Wibral, Matthias",5.0
10.1086/663590,Jbd2,"Mansour, Hani",3.0
10.1086/660775,m8NR,"Lovenheim, Michael F.",7.0
10.1086/660776,0vjk,"Hellerstein, Judith K.; McInerney, Melissa; Neumark, David",4.0
10.1086/600386,3v4a,"Hanushek, Eric A.; Kain, John F.; Rivkin, Steven G.",5.0
10.1017/s0003055417000375,xjdk,"Slapin, Jonathan B.; Kirkland, Justin H.; Lazzaro, Joseph A.; Leslie, Patrick A.; O'grady, Tom",3.0
10.1007/s11747-010-0229-y,34Rd,"Sivakumar, K.; Roy, Subroto; Zhu, JianJun; Hanvanich, Sangphet",3.0
10.1037/a0039276,BrBp,"Sims, Tamara; Tsai, Jeanne L.; Jiang, Da; Wang, Yaheng; Fung, Helene H.; Zhang, Xiulan",6.0
10.1037/pspp0000021,l3LV,"Hudson, Nathan W.; Fraley, R. Chris",10.0
10.1037/a0029054,OGX3,"Lackenbauer, Sandra D.; Campbell, Lorne",8.0
10.1037/a0025882,1.20E+01,"Gervais, Will M.; Shariff, Azim F.; Norenzayan, Ara",8.0
10.1037/a0017673,OGgb,"Rule, Nicholas O.; Arnbady, Nalini; Adams, Reginald B., Jr.; Ozono, Hiroki; Nakashima, Satoshi; Yoshikawa, Sakiko; Watabe, Motoki",10.0
10.1016/j.evolhumbehav.2016.11.010,4J1W,"Hilbrand, Sonja; Coall, David A.; Gerstorf, Denis; Hertwig, Ralph",1.0
10.1016/j.evolhumbehav.2017.06.001,24A5,"McDonald, Melissa M.; Defever, Andrew M.; Navarrete, Carlos David",4.0
10.1016/j.evolhumbehav.2016.04.003,Y1vg,"Conroy-Beam, Daniel; Goetz, Cari D.; Buss, David M.",8.0
10.1016/j.evolhumbehav.2016.04.002,LGYx,"Eisenbruch, Adar B.; Grillot, Rachel L.; Maestripieri, Dario; Roney, James R.",1.0
10.1016/j.evolhumbehav.2014.09.008,9jjX,"Ponzi, Davide; Henry, Andrea; Kubicki, Konrad; Nickels, Nora; Wilson, M. Claire; Maestripieri, Dario",1.0
10.1016/j.evolhumbehav.2015.02.004,QJJV,"Mosing, Miriam A.; Vervveij, Karin J. H.; Madison, Guy; Pedersen, Nancy L.; Zietsch, Brendan P.; Ullen, Fredrik",7.0
10.1016/j.evolhumbehav.2013.05.003,OJvm,"Gambacorta, Daniel; Ketelaar, Timothy",8.0
10.1016/j.evolhumbehav.2012.01.007,pk33,"van der Linden, Dimitri; Figueredo, Aurelio J.; de Leeuw, Rebecca N. H.; Scholte, Ron H. J.; Engels, Rutger C. M. E.",1.0
10.1016/j.evolhumbehav.2011.10.003,EeJZ,"Stephen, Ian D.; Scott, Isabel M. L.; Coetzee, Vinet; Pound, Nicholas; Perrett, David I.; Penton-Voak, Ian S.",4.0
10.1016/j.evolhumbehav.2012.04.001,qjxZ,"Ryan, Stephen; Oaten, Megan; Stevenson, Richard J.; Case, Trevor I.",9.0
10.1016/j.evolhumbehav.2010.11.001,eKv9,"Welling, Lisa L. M.; Burriss, Robert P.; Puts, David A.",3.0
10.1016/j.evolhumbehav.2009.08.005,dvN3,"Oda, Ryo; Nakajima, Shun",2.0
10.1016/j.evolhumbehav.2009.09.008,9jKY,"Escasa, Michelle; Gray, Peter B.; Patton, John Q.",8.0
10.1016/j.evolhumbehav.2010.05.002,1X9W,"Navarrete, Carlos David; McDonald, Melissa M.; Mott, Michael L.; Cesario, Joseph; Sapolsky, Robert",4.0
10.1016/j.evolhumbehav.2010.07.004,ZG89,"Hald, Gert Martin; Hogh-Olesen, Henrik",9.0
10.1016/j.evolhumbehav.2009.05.002,24rk,"Millar, Murray G.",6.0
10.1016/j.evolhumbehav.2009.02.004,1Xr0,"Yamagishi, Toshio; Mifune, Nobuhiro",7.0
10.1016/j.evolhumbehav.2008.08.001,pkAj,"Rickard, Ian J.; Lummaa, Virpi; Russell, Andrew F.",3.0
10.1111/1745-9125.12001,pNOm,"Slocum, Lee Ann; Rengifo, Andres F.; Choi, Tiffany; Herrmann, Christopher R.",8.0
10.1111/1745-9125.12007,DK1r,"Ramirez, Mark D.",3.0
10.1111/j.1745-9125.2011.00257.x,EK7r,"Murray, Joseph; Loeber, Rolf; Pardini, Dustin",3.0
10.1111/j.1745-9125.2011.00268.x,51w2,"Maimon, David; Antonaccio, Olena; French, Michael T.",10.0
10.1111/j.1745-9125.2011.00232.x,lkxZ,"Young, Jacob T. N.; Barnes, J. C.; Meldrum, Ryan C.; Weerman, Frank M.",5.0
10.1111/j.1745-9125.2010.00212.x,JxXe,"Slocum, Lee Ann; Taylor, Terrance J.; Brick, Bradley T.; Esbensen, Finn-Aage",8.0
10.1111/j.1745-9125.2010.00210.x,yN1Q,"Johnson, Brian D.; van Wingerden, Sigrid; Nieuwbeerta, Paul",10.0
10.1111/j.1745-9125.2010.00213.x,0amZ,"Staff, Jeremy; Osgood, D. Wayne; Schulenberg, John E.; Bachman, Jerald G.; Messersmith, Emily E.",7.0
10.1111/j.1745-9125.2010.00182.x,3KBG,"Baumer, Eric P.; Lauritsen, Janet L.",9.0
10.1111/j.1745-9125.2009.00141.x,zm7O,"Botchkovar, Ekaterina V.; Tittle, Charles R.; Antonaccio, Olena",10.0
10.1111/j.1745-9125.2009.00162.x,51G2,"Stowell, Jacob I.; Messner, Steven F.; McGeever, Kelly F.; Raffalovich, Lawrence E.",9.0
10.1509/jmr.14.0643,kqdX,"Peng, Jing; Agarwal, Ashish; Hosanagar, Kartik; Iyengar, Raghuram",7.0
10.1016/j.jbusres.2017.05.027,1WLv,"Jaikumar, Saravana; Singh, Ramendra; Sarin, Ankur",6.0
10.1016/j.jbusres.2016.07.022,1WB7,"Szocs, Courtney; Lefebvre, Sarah",10.0
10.1016/j.jbusres.2015.08.024,Wb3N,"Bartikowski, Boris; Taieb, Besma; Chandon, Jean-Louis",6.0
10.1016/j.jbusres.2012.07.001,7PgL,"Meyer, John; Subramaniam, Mohan",1.0
10.1016/j.jbusres.2012.11.011,lDLJ,"Xu, Jun; Liu, Yongmei; Guo, Yi",7.0
10.1016/j.jbusres.2013.10.005,zJx4,"Moore, David J.",4.0
10.1016/j.jbusres.2013.11.036,v1OO,"Lai, Yung-Lung; Hsu, Maw-Shin; Lin, Feng-Jyh; Chen, Yi-Min; Lin, Yi-Hsin",5.0
10.1111/ajps.12182,AxyY,"Marschall, Melissa J.; Rutherford, Amanda",7.0
10.1111/ajps.12164,E0Q3,"Grose, Christian R.; Malhotra, Neil; Van Houweling, Robert Parks",10.0
10.1111/ajps.12082,N8DV,"Fuhrmann, Matthew; Sechser, Todd S.",6.0
10.1086/694167,ra19,"Juhn, Chinhui; McCue, Kristin; Monti, Holly; Pierce, Brooks",4.0
10.1086/693869,7ybJ,"Beaman, Lori; Keleher, Niall; Magruder, Jeremy",6.0
10.1086/675228,dGgm,"Chatterji, Aaron K.; Chay, Kenneth Y.; Fairlie, Robert W.",9.0
10.1086/669965,Lekz,"Rich, Robert; Tracy, Joseph",2.0
10.1086/669331,mZVR,"Ors, Evren; Palomino, Frederic; Peyrache, Eloic",8.0
10.1086/668676,DDj2,"Goodman, Sarena F.; Turner, Lesley J.",2.0
10.1086/666536,5v5l,"Altonji, Joseph G.; Bharadwaj, Prashant; Lange, Fabian",1.0
10.1086/658091,EXGX,"Zafar, Basit",2.0
10.1086/658088,BlaE,"Duncan, Brian; Trejo, Stephen J.",7.0
10.1086/653487,WLpV,"Goerg, Sebastian J.; Kube, Sebastian; Zultan, Ro'i",10.0
10.1086/592950,xjmA,"Black, Dan; Kolesnikova, Natalia; Taylor, Lowell",8.0
10.1086/597428,LyLd,"Fox, Jeremy T.",1.0
10.1086/599817,X4Pp,"Cunat, Vicente; Guadalupe, Maria",3.0
10.1086/600143,m85b,"Carrell, Scott E.; Fullerton, Richard L.; West, James E.",8.0
10.1017/s0003055418000436,NewQ,"Fortunato, David; Loftis, Matt W.",10.0
10.1017/s0003055417000119,5v32,"Holbein, John B.",9.0
10.1017/s0003055417000144,pwK8,"King, Gary; Pan, Jennifer; Roberts, Margaret E.",1.0
10.1017/s000305541700017x,4v4V,"Healy, Andrew; Kosec, Katrina; Mo, Cecilia Hyunjung",3.0
10.1017/s0003055416000265,1DYB,"Laitin, David D.; Ramachandran, Rajesh",9.0
10.1017/s0003055413000567,LyWB,"Grossman, Guy; Lewis, Janit I.",2.0
10.1017/s0003055412000494,r32d,"Hainmueller, Jens; Hangartner, Dominik",10.0
10.1017/s0003055412000573,lpzL,"Dunning, Thad; Nilekani, Janhavi",6.0
10.1016/j.jbusres.2010.04.009,Vkbm,"Rego, Armenio; Ribeiro, Neuza; Pina e Cunha, Miguel; Jesuino, Jorge Correia",4.0
10.1016/j.evolhumbehav.2018.04.002,l8zy,"Pisanski, Katarzyna; Bhardwaj, Kavya; Reby, David",7.0
10.1016/j.evolhumbehav.2017.10.002,rwOd,"Kyweluk, Moira A.; Georgiev, Alexander V.; Borja, Judith B.; Gettler, Lee T.; Kuzawa, Christopher W.",5.0
10.1016/j.evolhumbehav.2016.06.001,yypJ,"Hurst, Jessie E.; Kavanagh, Phillip S.",4.0
10.1016/j.evolhumbehav.2016.03.005,xQO3,"Grabo, Allen; van Vugt, Mark",8.0
10.1016/j.evolhumbehav.2016.04.004,9jD4,"Laidlaw, Kaitlin E. W.; Rothwell, Austin; Kingstone, Alan",1.0
10.1016/j.evolhumbehav.2014.12.002,yyyR,"Benozio, Avi; Diesendruck, Gil",4.0
10.1016/j.evolhumbehav.2013.11.005,DaKY,"Munoz-Reyes, Jose A.; Pita, Miguel; Arjona, Maria; Sanchez-Pages, Santiago; Turiegano, Enrique",8.0
10.1016/j.evolhumbehav.2011.05.008,JGjJ,"Tovee, Martin J.; Edmonds, Laura; Vuong, Quoc C.",7.0
10.1016/j.evolhumbehav.2010.11.006,RDmp,"Skjaervo, Gine Roll; Bongard, Terje; Viken, Aslaug; Stokke, Bard G.; Roskaft, Eivin",8.0
10.1016/j.evolhumbehav.2010.08.009,mD8j,"Surbey, Michele K.",10.0
10.1016/j.evolhumbehav.2009.01.004,j2yd,"Buchner, Axel; Bell, Raoul; Mehl, Bettina; Musch, Jochen",2.0
10.1016/j.cognition.2012.07.011,Rb2b,"Chambon, Valerian; Haggard, Patrick",8.0
10.1016/j.cognition.2009.10.016,8wkv,"Wenke, Dorit; Fleming, Stephen M.; Haggard, Patrick",8.0
10.1002/per.2173,3ROO,"Jokela, Markus; Airaksinen, Jaakko; Kivimaki, Mika; Hakulinen, Christian",1.0
10.1002/per.2133,XVvw,"Allen, Timothy A.; Rueter, Amanda R.; Abram, Samantha V.; Brown, James S.; Deyoung, Colin G.",8.0
10.1002/per.2083,d5Xl,"de Vries, Reinout E.; Realo, Anu; Allik, Juri",10.0
10.1002/per.1944,7REZ,"Berrios, Raul; Totterdell, Peter; Niven, Karen",10.0
10.1002/per.1948,GN7O,"Schaffhuser, Kathrin; Allemand, Mathias; Martin, Mike",10.0
10.1111/ajps.12240,Vx4e,"Menaldo, Victor",6.0
10.1177/0003122418762441,P837,"Wilmers, Nathan",10.0
10.1177/0003122417705656,8lZv,"Hofstra, Bas; Corten, Rense; van Tubergen, Frank; Ellison, Nicole B.",5.0
10.1177/0003122415574328,9XZ4,"Biggs, Michael; Andrews, Kenneth T.",8.0
10.1177/0003122414558919,7X54,"O'Brien, Timothy L.; Noy, Shiri",5.0
10.1177/0003122414545986,G8Lr,"Abendroth, Anja-Kristin; Huffman, Matt L.; Treas, Judith",5.0
10.1177/0003122414531435,d2Am,"Kelly, Erin L.; Moen, Phyllis; Oakes, J. Michael; Fan, Wen; Okechukwu, Cassandra; Davis, Kelly D.; Hammer, Leslie B.; Kossek, Ellen Ernst; King, Rosalind Berkowitz; Hanson, Ginger C.; Mierzwa, Frank; Casper, Lynne M.",6.0
10.1177/0003122412451728,gvm4,"McLaughlin, Heather; Uggen, Christopher; Blackstone, Amy",9.0
10.1177/0003122410388501,b2mX,"Kim, ChangHwan; Sakamoto, Arthur",2.0
10.1177/000312240907400401,W4xp,"Beller, Emily",3.0
10.1086/677392,vaWE,"Lu, Fangwen; Anderson, Michael L.",4.0
10.1017/s0003055414000227,m8V1,"Fox, Richard L.; Lawless, Jennifer L.",2.0
10.1017/s0003055411000256,LRLx,"Folke, Olle; Hirano, Shigeo; Snyder, James M., Jr.",10.0
10.1017/s0003055410000535,jQ3K,"Galasso, Vincenzo; Nannicini, Tommaso",5.0
10.1017/s0003055410000377,Y8jQ,"Berry, Christopher R.; Burden, Barry C.; Howell, William G.",10.0
10.1017/s0043887117000363,k7wj,"Wilfahrt, Martha",7.0
10.1017/s0043887116000137,0rjZ,"Zhukov, Yuri M.",1.0
10.1017/s0043887115000428,9l2a,"Lankina, Tomila V.; Libman, Alexander; Obydenkova, Anastasia",8.0
10.1017/s0043887112000275,RBe9,"Eastin, Joshua; Prakash, Aseem",8.0
10.1017/s0043887112000263,7QYp,"Maxwell, Rahsaan",1.0
10.1017/s0043887112000172,gr37,"Manger, Mark S.",5.0
10.1037/apl0000326,xYek,"Huang, Xu; Xu, Erica; Huang, Lei; Liu, Wu",8.0
10.1037/apl0000281,K4ZD,"Reh, Susan; Troster, Christian; Van Quaquebeke, Niels",5.0
10.1037/pspp0000144,521q,"Pfattheicher, Stefan; Boehm, Robert",2.0
10.1037/pspi0000138,52Dq,"Case, Charleen R.; Bae, Katherine K.; Maner, Jon K.",7.0
10.1037/xge0000156,VpyV,"Zhu, Yi; Wang, Jiajie; Lv, Xiaofeng; Li, Yansong",10.0
10.1037/xge0000190,aNZY,"Yudkin, Daniel A.; Rothmund, Tobias; Twardawski, Mathias; Thalla, Natasha; Van Bavel, Jay J.",7.0
10.1037/xge0000148,rB2E,"Hennes, Erin P.; Ruisch, Benjamin C.; Feygina, Irina; Monteiro, Christopher A.; Jost, John T.",8.0
10.1037/a0028387,z9Ny,"Bull, Rebecca; Cleland, Alexandra A.; Mitchell, Thomas",2.0
10.1037/a0024904,j1ZN,"Lupyan, Gary; Thompson-Schill, Sharon L.",9.0
10.1111/jomf.12273,pqzK,"Fingerman, Karen L.; Kim, Kyungmin; Birditt, Kira S.; Zarit, Steven H.",4.0
10.1016/j.evolhumbehav.2015.08.003,5r23,"Lee, Anthony J.; Mitchem, Dorian G.; Wright, Margaret J.; Martin, Nicholas G.; Keller, Matthew C.; Zietsch, Brendan P.",7.0
10.1177/0956797617747090,0Apr,"Kulke, Louisa; von Duhn, Britta; Schneider, Dana; Rakoczy, Hannes",9.0
10.1177/0956797611398494,5143,"Tsai, Claire I.; Thomas, Manoj",3.0
10.1016/j.cognition.2018.04.001,xKYP,"Ardizzi, Martina; Ferri, Francesca",6.0
10.1016/j.cognition.2018.05.016,mb5m,"Slone, Lauren K.; Johnson, Scott P.",8.0
10.1016/j.cognition.2018.06.012,WyGr,"Spaepen, Elizabet; Gunderson, Elizabeth A.; Gibson, Dominic; Goldin-Meadow, Susan; Levine, Susan C.",3.0
10.1016/j.cognition.2018.01.016,wpe4,"Taborda-Osorio, Hernando; Cheries, Erik W.",5.0
10.1016/j.cognition.2016.10.005,KjxO,"Marchette, Steven A.; Ryan, Jack; Epstein, Russell A.",6.0
10.1016/j.cognition.2017.03.008,ZeqQ,"Enright, Elizabeth A.; Gweon, Hyowon; Sommerville, Jessica A.",3.0
10.1016/j.cognition.2017.04.004,yJwG,"Petersen, Anders; Petersen, Annemarie Hilkjaer; Bundesen, Claus; Vangkilde, Signe; Habekost, Thomas",5.0
10.1016/j.cognition.2016.03.013,rv38,"Rose, Sebastian Benjamin; Rahman, Rasha Abdel",3.0
10.1016/j.cognition.2016.01.008,zNqr,"Naish, Katherine R.; Barnes, Brittany; Obhi, Sukhvinder S.",7.0
10.1016/j.cognition.2016.03.003,Kj9d,"Rinaldi, Luca; Di Luca, Samuel; Henik, Avishai; Girelli, Luisa",3.0
10.1016/j.cognition.2015.05.018,7DzG,"Novack, Miriam A.; Goldin-Meadow, Susan; Woodward, Amanda L.",3.0
10.1016/j.cognition.2015.08.009,8w0d,"Bohn, Manuel; Call, Josep; Tomasello, Michael",9.0
10.1016/j.cognition.2013.07.008,g1JA,"Runnqvist, Elin; Gollan, Tamar H.; Costa, Albert; Ferreira, Victor S.",2.0
10.1016/j.cognition.2012.11.003,EQxa,"Pastoetter, Bernhard; Gleixner, Sabine; Neuhauser, Theresa; Baeuml, Karl-Heinz T.",3.0
10.1016/j.cognition.2012.05.001,BRJX,"Zhao, Jiaying; Crupi, Vincenzo; Tentori, Katya; Fitelson, Branden; Osherson, Daniel",1.0
10.1016/j.cognition.2012.05.011,8wZ0,"Tremoliere, Bastien; De Neys, Wim; Bonnefon, Jean-Francois",9.0
10.1016/j.cognition.2011.07.010,Q2pa,"Cheyne, James Allan; Carriere, Jonathan S. A.; Solman, Grayden J. F.; Smilek, Daniel",2.0
10.1016/j.cognition.2009.08.013,yJXk,"Russell, James; Alexis, Dean; Clayton, Nicola",2.0
10.1016/j.cognition.2010.08.014,1dRv,"English, Shaun M.; Nielson, Kristy A.",9.0
10.1016/j.cognition.2009.08.005,zN22,"van Dijck, Jean-Philippe; Gevers, Wim; Fias, Wim",8.0
10.1016/j.cognition.2009.02.004,97gX,"Crookes, Kate; McKone, Elinor",9.0
10.1002/per.2172,pZyW,"van Scheppingen, Manon A.; Denissen, Jaap J. A.; Bleidorn, Wiebke",3.0
10.1002/per.2102,JNY2,"Oishi, Shigehiro; Yagi, Ayano; Komiya, Asuka; Kohlbacher, Florian; Kusumi, Takashi; Ishii, Keiko",10.0
10.1002/per.2013,9RYZ,"Durbin, C. Emily; Hicks, Brian M.; Blonigen, Daniel M.; Johnson, Wendy; Iacono, William G.; McGue, Matt",9.0
10.1002/per.1899,qG5Z,"Imhoff, Roland; Schmidt, Alexander F.; Gerstenberg, Friederike",2.0
10.1016/j.jbusres.2017.07.015,8RlX,"Anning-Dorson, Thomas",8.0
10.1016/j.jbusres.2016.07.020,JN09,"Newton, Fiona J.; Newton, Joshua D.; Wong, Jimmy",5.0
10.1016/j.jbusres.2016.04.010,x3Wk,"Gelbrich, Katja; Gaethke, Jana; Gregoire, Yany",4.0
10.1016/j.jbusres.2014.12.004,JjG9,"Lee, Jieun; Ko, Eunju; Megehee, Carol M.",2.0
10.1016/j.jbusres.2013.05.048,x2gk,"Park, JungKun; Han, HyoJoo; Park, JooHyung",5.0
10.1016/j.jbusres.2009.01.013,Lx7r,"Kim, Haksoon; Lim, Chanwoo",9.0
10.1016/j.jbusres.2008.08.005,2qX7,"Kim, Chankon; Yang, Zhiyong; Lee, Hanjoon",8.0
10.1111/ajps.12086,5X43,"Blair, Graeme; Imai, Kosuke; Lyall, Jason",7.0
10.1111/j.1540-5907.2012.00600.x,G88r,"Dilliplane, Susanna; Goldman, Seth K.; Mutz, Diana C.",4.0
10.1111/j.1540-5907.2012.00574.x,YNDQ,"Aksoy, Deniz",10.0
10.1111/j.1540-5907.2009.00412.x,7XgZ,"Ensley, Michael J.; Tofias, Michael W.; de Marchi, Scott",5.0
10.1111/j.1745-9125.2011.00229.x,YNQN,"Grattet, Ryken; Lin, Jeffrey; Petersilia, Joan",1.0
10.1177/0003122413518638,9X5X,"Leung, Ming D.",4.0
10.1177/0003122413486800,y3XO,"Papachristos, Andrew V.; Hureau, David M.; Braga, Anthony A.",5.0
10.1177/0003122412465743,KDek,"Bail, Christopher A.",1.0
10.1177/0003122410368927,4XLv,"Wilde, Melissa J.; Geraty, Kristin; Nelson, Shelley L.; Bowman, Emily A.",2.0
10.1086/687568,5mZ3,"Smith, Jonathan; Hurwitz, Michael; Avery, Christopher",4.0
10.1086/682397,LeB2,"Foster, Lucia; Grim, Cheryl; Haltiwanger, John",4.0
10.1086/686275,B0Gj,"Macis, Mario; Schivardi, Fabiano",9.0
10.1017/s0003055418000382,zbQY,"Li, Zhao",4.0
10.1017/s0003055416000125,evVP,"Rogowski, Jon C.",6.0
10.1017/s0003055415000155,RmO9,"Xu, Yiqing; Yao, Yang",6.0
10.1017/s0003055415000210,8vke,"Avdeenko, Alexandra; Gilligan, Michael J.",7.0
10.1017/s0003055415000441,vQVL,"Peffley, Mark; Hutchison, Marc L.; Shamir, Michal",8.0
10.1017/s0003055414000161,0v9a,"Besley, Timothy; Reynal-Querol, Marta",6.0
10.1017/s0003055413000026,QL41,"Petersen, Michael Bang; Aaroe, Lene",10.0
10.1017/s0003055412000160,Z8jx,"Battaglini, Marco; Nunnari, Salvatore; Palfrey, Thomas R.",2.0
10.1017/s0003055409990384,WNE2,"Ahlquist, John S.",1.0
10.1017/s0003055409090194,XYmr,"Shayo, Moses",3.0
10.1017/s0003055409990219,gpbQ,"Egorov, Georgy; Guriev, Serge; Sonin, Konstantin",9.0
10.1017/s0003055409090066,Pb9K,"Tomz, Michael; Van Houweling, Robert P.",10.0
10.1017/s0043887117000351,mPN4,"Koos, Carlo",5.0
10.1037/a0024899,J7ek,"Griffiths, Thomas L.; Tenenbaum, Joshua B.",2.0
10.1016/j.evolhumbehav.2018.04.001,Dajj,"Wu, Karen; Chen, Chuansheng; Moyzis, Robert K.; Nuno, Michelle; Yu, Zhaoxia; Greenberger, Ellen",5.0
10.1111/j.1745-9125.2009.00170.x,AyVj,"Brezina, Timothy; Tekin, Erdal; Topalli, Volkan",1.0
10.1016/j.cognition.2009.06.005,RgKX,"Sabbagh, Mark A.; Shafman, Dana",2.0
10.1002/per.2157,8R9d,"Christensen, Alexander P.; Kenett, Yoed N.; Cotter, Katherine N.; Beaty, Roger E.; Silvia, Paul J.",2.0
10.1002/per.2054,qGdz,"Isler, Laina; Liu, James H.; Sibley, Chris G.; Fletcher, Garth J. O.",10.0
10.1002/per.1988,PgNr,"Sadikaj, Gentiana; Moskowitz, D. S.; Zuroff, David C.",6.0
10.1002/per.853,d5v3,"Duriez, Bart; Klimstra, Theo A.; Luyckx, Koen; Beyers, Wim; Soenens, Bart",10.0
10.1002/per.797,PggJ,"Keller, Johannes; Pfattheicher, Stefan",2.0
10.1016/j.jbusres.2017.10.006,LNRG,"Adomako, Samuel; Opoku, Robert A.; Frimpong, Kwabena",2.0
10.1016/j.jbusres.2018.03.017,LN1B,"Jimenez, Alfredo; Salvaj, Erica; Lee, Jeoung Yul",1.0
10.1016/j.jbusres.2016.08.025,YAXQ,"Guha, Mahua; Das, Gopal",6.0
10.1016/j.jbusres.2016.03.070,VP9E,"Rahman, Mahabubur; Lambkin, Mary; Hussain, Dildar",4.0
10.1016/j.jbusres.2015.03.047,EvjP,"Marlin, Dan; Geiger, Scott W.",8.0
10.1016/j.jbusres.2014.05.009,dbLm,"Walters, Bruce A.; Le, Son A.; Kroll, Mark",2.0
10.1016/j.jbusres.2014.07.004,a5DY,"Fong, Eric A.; Xing, Xuejing; Orman, Wafa Hakim; Mackenzie, William I., Jr.",3.0
10.1016/j.jbusres.2015.01.032,3dJ7,"Cepeda-Carrion, Ignacio; Leal-Millan, Antonio G.; Ortega-Gutierrez, Jaime; Leal-Rodriguez, Antonio L.",1.0
10.1016/j.jbusres.2013.05.038,7Pz1,"Zhong, Weiguo; Peng, Jisheng; Liu, Chunlin",4.0
10.1016/j.jbusres.2013.02.007,O4rB,"Lee, Peter K. C.; Lau, Antonio K. W.; Cheng, T. C. E.",3.0
10.1016/j.jbusres.2011.02.034,AL1J,"Desmet, Pierre; Le Nagard, Emmanuelle; Vinzi, Vincenzo Esposito",5.0
10.1016/j.jbusres.2011.09.003,gkL4,"McClelland, Patrick L.; Barker, Vincent L., III; Oh, Won-Yong",9.0
10.1016/j.jbusres.2011.01.001,PaRr,"Lau, Chung-Ming",1.0
10.1016/j.jbusres.2010.11.018,X8BZ,"Mazaheri, Ebrahim; Richard, Marie-Odile; Laroche, Michel",3.0
10.1016/j.jbusres.2009.05.009,eQVm,"Chebat, Jean-Charles; Sirgy, M. Joseph; Grzeskowiak, Stephan",10.0
10.1016/j.jbusres.2009.01.010,qbBb,"Zhou, Joyce Xin; Arnold, Mark J.; Pereira, Arun; Yu, Jun",8.0
10.1016/j.jbusres.2009.03.016,EvDa,"Elango, B.",10.0
10.1016/j.jbusres.2008.12.002,G8Vp,"Cheng, Shu-Ling; Chang, Hae-Ching",2.0
10.1016/j.jbusres.2008.10.015,rGOR,"Lai, Fujun; Griffin, Mitch; Babin, Barry J.",8.0
10.1111/j.1540-5907.2012.00632.x,9XXX,"Newman, Benjamin J.",5.0
10.1111/j.1540-5907.2011.00562.x,W4De,"Johnson, Gbemende; Oppenheimer, Bruce I.; Selin, Jennifer L.",6.0
10.1002/per.2110,01Ll,"Leunissen, Joost M.; Sedikides, Constantine; Wildschut, Tim",3.0
10.1177/0003122417718165,Rj3v,"Wezel, Filippo Carlo; Ruef, Martin",4.0
10.1177/0003122417728662,QmzP,"Askin, Noah; Mauskapf, Michael",4.0
10.1177/0003122417711699,3z7W,"Samilaa, Sampsa; Sorenson, Olav",10.0
10.1177/0003122411414815,E09Z,"Terriquez, Veronica",7.0
10.1177/0003122410396195,RjkN,"Lee, Cheol-Sung; Kim, Young-Bum; Shim, Jae-Mahn",3.0
